"s","a","r","sp"
22633,3,-25,23132
23132,5,-25,24132
24132,5,-25,25132
25132,4,0,25632
25632,3,-25,26133
26133,6,-100,27135
27135,3,-25,27636
27636,5,-25,28639
28639,4,0,29142
29142,4,0,29645
29645,4,0,30649
30649,3,-25,30653
30653,3,-25,31158
31158,3,-25,31662
31662,6,-100,32167
32167,6,-100,33173
33173,5,-25,33679
33679,4,0,33685
33685,5,-25,34191
34191,6,-100,34698
34698,4,0,34705
34705,4,0,34712
34712,4,0,34718
34718,3,-25,34225
34225,4,0,34231
34231,5,-25,34237
34237,5,-25,33743
33743,6,-100,33750
33750,5,-25,33755
33755,4,0,33261
33261,6,-100,32766
32766,5,-25,32271
32271,4,0,31776
31776,4,0,30780
30780,4,0,30283
30283,3,-25,29286
29286,5,-25,28789
28789,4,0,27791
27791,5,-25,27293
27293,3,-25,26293
26293,6,-100,25794
25794,3,-25,24794
24794,2,-100,23793
23793,4,0,22792
22792,2,-100,21789
21789,5,-25,21287
21287,4,0,20284
20284,2,-100,19280
19280,3,-25,18275
18275,3,-25,17770
17770,4,0,16765
16765,5,-25,16259
16259,3,-25,15752
15752,5,-25,15246
15246,4,0,14739
14739,3,-25,14232
14232,4,0,14224
14224,4,0,13717
13717,5,-25,13709
13709,4,0,13702
13702,5,-25,14194
14194,4,0,14187
14187,4,0,14180
14180,3,-25,14673
14673,5,-25,15166
15166,5,-25,15659
15659,2,-100,15653
15653,3,-25,16147
16147,3,-25,16641
16641,5,-25,17136
17136,2,-100,17631
17631,4,0,18127
18127,5,-25,19123
19123,5,-25,20120
20120,3,-25,20617
20617,3,-25,21614
21614,4,0,22113
22113,2,-100,22611
22611,3,-25,23610
23610,3,-25,24110
24110,3,-25,24610
24610,3,-25,25610
25610,5,-25,26611
26611,4,0,27613
27613,6,-100,28616
28616,4,0,29119
29119,6,-100,30623
30623,6,-100,31627
31627,4,0,32132
32132,3,-25,33138
33138,3,-25,33644
33644,4,0,34150
34150,4,0,34656
34656,4,0,35163
35163,3,-25,35171
35171,6,-100,36178
36178,5,-25,36686
36686,5,-25,36694
36694,4,0,37203
37203,6,-100,37211
37211,6,-100,37720
37720,3,-25,37228
37228,5,-25,37237
37237,6,-100,37245
37245,4,0,36753
36753,6,-100,36761
36761,4,0,36269
36269,5,-25,35776
35776,4,0,34783
34783,5,-25,34289
34289,3,-25,33295
33295,4,0,32800
32800,6,-100,31805
31805,5,-25,31309
31309,6,-100,30813
30813,3,-25,29816
29816,3,-25,28818
28818,6,-100,27820
27820,3,-25,26822
26822,3,-25,25822
25822,6,-100,25322
25322,3,-25,24322
24322,3,-25,22820
22820,2,-100,21818
21818,3,-25,20815
20815,4,0,19811
19811,3,-25,18807
18807,4,0,17802
17802,3,-25,16796
16796,3,-25,15790
15790,3,-25,14783
14783,5,-25,14276
14276,2,-100,13268
13268,2,-100,12259
12259,2,-100,11250
11250,3,-25,10740
10740,5,-25,10730
10730,4,0,10220
10220,3,-25,9710
9710,3,-25,9699
9699,5,-25,9689
9689,5,-25,10179
10179,3,-25,10169
10169,2,-100,10159
10159,5,-25,11149
11149,2,-100,11140
11140,5,-25,12131
12131,2,-100,12623
12623,4,0,13115
13115,2,-100,13607
13607,3,-25,14600
14600,5,-25,15593
15593,3,-25,16088
16088,3,-25,17082
17082,3,-25,17577
17577,3,-25,18573
18573,3,-25,19569
19569,3,-25,20066
20066,2,-100,20563
20563,4,0,21561
21561,4,0,22560
22560,2,-100,23559
23559,3,-25,24058
24058,3,-25,25058
25058,3,-25,25559
25559,5,-25,27060
27060,5,-25,28062
28062,5,-25,29065
29065,3,-25,30069
30069,4,0,31073
31073,5,-25,32078
32078,3,-25,32583
32583,3,-25,33589
33589,5,-25,34596
34596,3,-25,35603
35603,6,-100,36611
36611,4,0,37620
37620,5,-25,38629
38629,5,-25,39139
39139,6,-100,40149
40149,4,0,40660
40660,6,-100,41672
41672,6,-100,42184
42184,3,-25,42696
42696,3,-25,42208
42208,3,-25,42220
42220,3,-25,41731
41731,3,-25,41242
41242,6,-100,41254
41254,6,-100,41265
41265,4,0,40775
40775,3,-25,39786
39786,4,0,39295
39295,5,-25,38304
38304,4,0,37313
37313,4,0,36821
36821,4,0,35828
35828,5,-25,34835
34835,5,-25,34341
34341,3,-25,32846
32846,6,-100,32351
32351,3,-25,31356
31356,3,-25,30359
30359,5,-25,29362
29362,3,-25,28364
28364,5,-25,27366
27366,6,-100,26867
26867,6,-100,26368
26368,5,-25,25368
25368,3,-25,24368
24368,3,-25,23366
23366,5,-25,22365
22365,3,-25,21362
21362,4,0,20359
20359,4,0,19855
19855,5,-25,18851
18851,4,0,17846
17846,3,-25,16840
16840,3,-25,15834
15834,3,-25,14327
14327,5,-25,13819
13819,4,0,12810
12810,2,-100,11301
11301,2,-100,10291
10291,5,-25,9781
9781,3,-25,8770
8770,5,-25,8258
8258,5,-25,7746
7746,3,-25,7234
7234,5,-25,7222
7222,4,0,6710
6710,4,0,6697
6697,4,0,6685
6685,2,-100,6673
6673,2,-100,6660
6660,5,-25,7648
7648,3,-25,7637
7637,3,-25,8125
8125,5,-25,9115
9115,5,-25,10105
10105,3,-25,11095
11095,5,-25,12086
12086,2,-100,12578
12578,4,0,13570
13570,3,-25,14563
14563,3,-25,15056
15056,2,-100,15550
15550,2,-100,16544
16544,4,0,17539
17539,4,0,18035
18035,3,-25,19031
19031,4,0,20027
20027,5,-25,21025
21025,4,0,21523
21523,2,-100,22021
22021,3,-25,23020
23020,2,-100,23519
23519,5,-25,24518
24518,4,0,25019
25019,6,-100,26520
26520,3,-25,27021
27021,5,-25,28024
28024,4,0,29026
29026,5,-25,30030
30030,6,-100,31034
31034,4,0,32039
32039,6,-100,33045
33045,3,-25,34051
34051,4,0,35058
35058,4,0,36066
36066,4,0,37074
37074,5,-25,38083
38083,4,0,39092
39092,5,-25,40103
40103,4,0,41114
41114,5,-25,42126
42126,3,-25,42638
42638,6,-100,43650
43650,5,-25,44164
44164,4,0,44677
44677,6,-100,45191
45191,6,-100,45705
45705,4,0,45720
45720,3,-25,45734
45734,5,-25,45248
45248,3,-25,44761
44761,4,0,44274
44274,6,-100,43787
43787,6,-100,43300
43300,4,0,42812
42812,5,-25,41823
41823,5,-25,41334
41334,5,-25,40345
40345,3,-25,39354
39354,4,0,38363
38363,6,-100,37872
37872,4,0,36880
36880,3,-25,35887
35887,3,-25,34894
34894,5,-25,33900
33900,5,-25,33406
33406,4,0,32911
32911,6,-100,32416
32416,3,-25,31420
31420,4,0,30924
30924,6,-100,30928
30928,4,0,30431
30431,3,-25,29434
29434,4,0,28937
28937,3,-25,28439
28439,4,0,27941
27941,4,0,27443
27443,3,-25,26944
26944,3,-25,26445
26445,3,-25,25946
25946,4,0,25446
25446,6,-100,25446
25446,6,-100,25446
25446,5,-25,25446
25446,4,0,24946
24946,5,-25,24946
24946,5,-25,24445
24445,2,-100,23944
23944,2,-100,22943
22943,4,0,22941
22941,3,-25,21939
21939,5,-25,21937
21937,4,0,21434
21434,2,-100,20431
20431,3,-25,19928
19928,3,-25,19424
19424,3,-25,18419
18419,4,0,17914
17914,3,-25,16909
16909,5,-25,16403
16403,2,-100,15396
15396,5,-25,14889
14889,3,-25,13881
13881,4,0,12873
12873,5,-25,12364
12364,5,-25,11354
11354,4,0,10344
10344,3,-25,9334
9334,2,-100,7822
7822,3,-25,6809
6809,5,-25,6297
6297,4,0,5283
5283,2,-100,4269
4269,3,-25,3254
3254,4,0,2739
2739,2,-100,2223
2223,3,-25,1707
1707,4,0,1691
1691,5,-25,2176
2176,5,-25,2660
2660,2,-100,2645
2645,5,-25,3131
25343,3,-25,24237
24237,3,-25,23736
23736,3,-25,23235
23235,3,-25,23234
23234,3,-25,22732
22732,3,-25,22230
22230,3,-25,21728
21728,3,-25,21225
21225,3,-25,20722
20722,3,-25,20719
20719,3,-25,20216
20216,3,-25,19713
19713,3,-25,19709
19709,3,-25,19205
19205,3,-25,19201
19201,3,-25,19197
19197,3,-25,19193
19193,3,-25,19189
19189,3,-25,19185
19185,3,-25,19181
19181,3,-25,19177
19177,3,-25,19173
19173,3,-25,19670
19670,3,-25,19666
19666,3,-25,20163
20163,3,-25,20159
20159,3,-25,20656
20656,3,-25,20654
20654,3,-25,21151
21151,3,-25,21649
21649,3,-25,22147
22147,3,-25,22645
22645,3,-25,23144
23144,3,-25,23143
23143,3,-25,23642
23642,3,-25,24142
24142,3,-25,24642
24642,3,-25,25142
25142,5,-25,26143
26143,5,-25,26644
26644,5,-25,27646
27646,5,-25,28148
28148,5,-25,29151
29151,5,-25,29654
29654,5,-25,30658
30658,5,-25,31163
31163,5,-25,31667
31667,5,-25,32172
32172,5,-25,32678
32678,5,-25,33183
33183,5,-25,33689
33689,5,-25,34196
34196,5,-25,34202
34202,5,-25,34709
34709,5,-25,34715
34715,5,-25,34722
34722,5,-25,34728
34728,5,-25,34735
34735,5,-25,34241
34241,5,-25,34248
34248,5,-25,33754
33754,5,-25,33760
33760,5,-25,33265
33265,5,-25,32771
32771,5,-25,32275
32275,5,-25,31780
31780,5,-25,31284
31284,5,-25,30288
30288,5,-25,29791
29791,5,-25,29294
29294,5,-25,28797
28797,5,-25,27799
27799,5,-25,27300
27300,5,-25,26801
26801,5,-25,25802
25802,5,-25,25302
25302,5,-25,24301
24301,3,-25,23300
23300,3,-25,22299
22299,3,-25,21296
21296,3,-25,20293
20293,3,-25,19289
19289,3,-25,18285
18285,3,-25,17780
17780,3,-25,16774
16774,3,-25,15768
15768,3,-25,15261
15261,3,-25,14254
14254,3,-25,13746
13746,3,-25,13238
13238,3,-25,12729
12729,3,-25,12220
12220,3,-25,11711
11711,3,-25,11702
11702,3,-25,11193
11193,3,-25,11184
11184,3,-25,11174
11174,3,-25,11665
11665,3,-25,11656
11656,3,-25,12147
12147,3,-25,12639
12639,3,-25,13131
13131,3,-25,13623
13623,3,-25,14116
14116,3,-25,15109
15109,3,-25,15603
15603,3,-25,16097
16097,3,-25,17092
17092,3,-25,17587
17587,3,-25,18582
18582,3,-25,19079
19079,3,-25,20075
20075,3,-25,21073
21073,3,-25,21571
21571,3,-25,22569
22569,3,-25,23068
23068,3,-25,24068
24068,3,-25,25068
25068,5,-25,26068
26068,5,-25,27070
27070,5,-25,28072
28072,5,-25,29576
29576,5,-25,30579
30579,5,-25,31584
31584,5,-25,32589
32589,5,-25,33596
33596,5,-25,35103
35103,5,-25,36110
36110,5,-25,37118
37118,5,-25,38127
38127,5,-25,38637
38637,5,-25,39647
39647,5,-25,40658
40658,5,-25,41169
41169,5,-25,41680
41680,5,-25,42192
42192,5,-25,42204
42204,5,-25,42716
42716,5,-25,42728
42728,5,-25,42740
42740,5,-25,42252
42252,5,-25,42264
42264,5,-25,41775
41775,5,-25,41286
41286,5,-25,40297
40297,5,-25,39807
39807,5,-25,39316
39316,5,-25,38326
38326,5,-25,37834
37834,5,-25,36842
36842,5,-25,35850
35850,5,-25,35357
35357,5,-25,34363
34363,5,-25,33869
33869,5,-25,32874
32874,5,-25,32379
32379,5,-25,31383
31383,5,-25,30887
30887,5,-25,29891
29891,5,-25,29393
29393,5,-25,28896
28896,5,-25,28398
28398,5,-25,27400
27400,5,-25,26901
26901,5,-25,26402
26402,5,-25,25902
25902,5,-25,25402
25402,5,-25,24402
24402,3,-25,23901
23901,3,-25,22899
22899,3,-25,21897
21897,3,-25,20894
20894,3,-25,19890
19890,3,-25,18886
18886,3,-25,17881
17881,3,-25,16875
16875,3,-25,15869
15869,3,-25,14862
14862,3,-25,13854
13854,3,-25,12346
12346,3,-25,11336
11336,3,-25,10326
10326,3,-25,9315
9315,3,-25,7803
7803,3,-25,6791
6791,3,-25,6278
6278,3,-25,5265
5265,3,-25,4250
4250,3,-25,3736
3736,3,-25,3221
3221,3,-25,2706
2706,3,-25,2691
2691,3,-25,2675
2675,3,-25,2660
2660,3,-25,3145
3145,3,-25,3631
3631,3,-25,4116
4116,3,-25,4603
4603,3,-25,5589
5589,3,-25,6077
6077,3,-25,7064
7064,3,-25,7553
7553,3,-25,8542
8542,3,-25,9031
9031,3,-25,10021
10021,3,-25,10511
10511,3,-25,11002
11002,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,29008
29008,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,37054
37054,5,-25,38063
38063,5,-25,39073
39073,5,-25,40084
40084,5,-25,41595
41595,5,-25,42607
42607,5,-25,43620
43620,5,-25,44633
44633,5,-25,45147
45147,5,-25,46162
46162,5,-25,46677
46677,5,-25,47192
47192,5,-25,47707
47707,5,-25,47723
47723,5,-25,47738
47738,5,-25,47254
47254,5,-25,47269
47269,5,-25,46784
46784,5,-25,46298
46298,5,-25,45312
45312,5,-25,44825
44825,5,-25,43838
43838,5,-25,43350
43350,5,-25,42362
42362,5,-25,41374
41374,5,-25,40884
40884,5,-25,40395
40395,5,-25,39404
39404,5,-25,38914
38914,5,-25,38423
38423,5,-25,37932
37932,5,-25,37940
37940,5,-25,37449
37449,5,-25,37457
37457,5,99975,36965
25343,1,-225,24237
24237,1,-225,23736
23736,1,-225,23234
23234,1,-225,22233
22233,1,-225,21730
21730,1,-225,21228
21228,1,-225,20725
20725,1,-225,20221
20221,1,-225,19718
19718,1,-225,19214
19214,1,-225,18709
18709,1,-225,18205
18205,1,-225,18200
18200,1,-225,17695
17695,1,-225,17690
17690,1,-225,17185
17185,1,-225,17179
17179,1,-225,17174
17174,1,-225,17169
17169,1,-225,17163
17163,1,-225,17158
17158,1,-225,17653
17653,1,-225,17648
17648,1,-225,18144
18144,1,-225,18139
18139,1,-225,18635
18635,1,-225,19131
19131,1,-225,19127
19127,1,-225,19623
19623,1,-225,20120
20120,1,-225,20617
20617,1,-225,21115
21115,1,-225,21613
21613,1,-225,22111
22111,1,-225,22609
22609,1,-225,23108
23108,1,-225,23608
23608,1,-225,24107
24107,1,-225,25107
25107,7,-225,26108
26108,7,-225,27110
27110,7,-225,28612
28612,7,-225,29615
29615,7,-225,30619
30619,7,-225,31624
31624,7,-225,33129
33129,7,-225,34136
34136,7,-225,35143
35143,7,-225,36150
36150,7,-225,36658
36658,7,-225,37667
37667,7,-225,38176
38176,7,-225,39186
39186,7,-225,39696
39696,7,-225,40206
40206,7,-225,40217
40217,7,-225,40727
40727,7,-225,40738
40738,7,-225,40748
40748,7,-225,40259
40259,7,-225,40269
40269,7,-225,39780
39780,7,-225,39289
39289,7,-225,38799
38799,7,-225,38308
38308,7,-225,37817
37817,7,-225,37325
37325,7,-225,36833
36833,7,-225,36341
36341,7,-225,35348
35348,7,-225,34855
34855,7,-225,34361
34361,7,-225,33367
33367,7,-225,32872
32872,7,-225,32377
32377,7,-225,31882
31882,7,-225,31386
31386,7,-225,30890
30890,7,-225,30393
30393,7,-225,29896
29896,7,-225,29399
29399,7,-225,28902
28902,7,-225,28404
28404,7,-225,27906
27906,7,-225,27408
27408,7,-225,27409
27409,7,-225,26910
26910,7,-225,26411
26411,7,-225,25912
25912,7,-225,25912
25912,7,-225,25412
25412,7,-225,24912
24912,1,-225,23912
23912,1,-225,22910
22910,1,-225,21908
21908,1,-225,20905
20905,1,-225,19902
19902,1,-225,18898
18898,1,-225,17893
17893,1,-225,16887
16887,1,-225,15380
15380,1,-225,14373
14373,1,-225,12865
12865,1,-225,11855
11855,1,-225,10346
10346,1,-225,9335
9335,1,-225,7823
7823,1,-225,6810
6810,1,-225,5297
5297,1,-225,4283
4283,1,-225,3268
3268,1,-225,2252
2252,1,-225,1236
1236,1,-225,720
720,1,-225,203
203,1,-225,186
186,1,-225,169
169,1,-225,151
151,1,-225,135
135,1,-225,618
618,1,-225,1102
1102,1,-225,1586
1586,1,-225,2070
2070,1,-225,2555
2555,1,-225,3540
3540,1,-225,4026
4026,1,-225,4512
4512,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,1,-225,24236
24236,1,-225,23735
23735,1,-225,23234
23234,1,-225,22232
22232,1,-225,21730
21730,1,-225,21227
21227,1,-225,20724
20724,1,-225,20221
20221,1,-225,19717
19717,1,-225,19213
19213,1,-225,18709
18709,1,-225,18204
18204,1,-225,18200
18200,1,-225,17695
17695,1,-225,17690
17690,1,-225,17185
17185,1,-225,17179
17179,1,-225,17174
17174,1,-225,17169
17169,1,-225,17164
17164,1,-225,17658
17658,1,-225,17653
17653,1,-225,17649
17649,1,-225,18144
18144,1,-225,18139
18139,1,-225,18635
18635,1,-225,19131
19131,1,-225,19627
19627,1,-225,19624
19624,1,-225,20121
20121,1,-225,20618
20618,1,-225,21115
21115,1,-225,21613
21613,1,-225,22111
22111,1,-225,22610
22610,1,-225,23109
23109,1,-225,23608
23608,1,-225,24108
24108,1,-225,25108
25108,7,-225,26109
26109,7,-225,27110
27110,7,-225,28613
28613,7,-225,29616
29616,7,-225,30620
30620,7,-225,31625
31625,7,-225,33130
33130,7,-225,34136
34136,7,-225,35143
35143,7,-225,36151
36151,7,-225,36659
36659,7,-225,37668
37668,7,-225,38177
38177,7,-225,39186
39186,7,-225,39696
39696,7,-225,39707
39707,7,-225,40217
40217,7,-225,40228
40228,7,-225,40738
40738,7,-225,40249
40249,7,-225,40259
40259,7,-225,40270
40270,7,-225,39780
39780,7,-225,39289
39289,7,-225,38799
38799,7,-225,38308
38308,7,-225,37817
37817,7,-225,37325
37325,7,-225,36833
36833,7,-225,35841
35841,7,-225,35348
35348,7,-225,34854
34854,7,-225,34360
34360,7,-225,33366
33366,7,-225,32871
32871,7,-225,32376
32376,7,-225,31881
31881,7,-225,31385
31385,7,-225,30889
30889,7,-225,30392
30392,7,-225,29895
29895,7,-225,29398
29398,7,-225,28901
28901,7,-225,28403
28403,7,-225,27905
27905,7,-225,27406
27406,7,-225,26907
26907,7,-225,26908
26908,7,-225,26409
26409,7,-225,25910
25910,7,-225,25410
25410,7,-225,25410
25410,7,-225,24910
24910,1,-225,23909
23909,1,-225,22907
22907,1,-225,21905
21905,1,-225,20902
20902,1,-225,19398
19398,1,-225,18393
18393,1,-225,17388
17388,1,-225,16382
16382,1,-225,14875
14875,1,-225,13867
13867,1,-225,12359
12359,1,-225,11349
11349,1,-225,9839
9839,1,-225,8828
8828,1,-225,7316
7316,1,-225,6303
6303,1,-225,4789
4789,1,-225,3775
3775,1,-225,2759
2759,1,-225,1744
1744,1,-225,1227
1227,1,-225,711
711,1,-225,194
194,1,-225,177
177,1,-225,160
160,1,-225,143
143,1,-225,626
626,1,-225,609
609,1,-225,1093
1093,1,-225,2078
2078,1,-225,2562
2562,1,-225,3048
3048,1,-225,3533
3533,1,-225,4519
4519,1,-225,5006
5006,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,3,-25,24714
24714,3,-25,24214
24214,3,-25,24213
24213,3,-25,23712
23712,3,-25,23711
23711,3,-25,23210
23210,3,-25,23209
23209,3,-25,23208
23208,3,-25,22706
22706,3,-25,22705
22705,3,-25,22703
22703,3,-25,22201
22201,3,-25,22200
22200,3,-25,22198
22198,3,-25,22196
22196,3,-25,22194
22194,3,-25,21692
21692,3,-25,21689
21689,3,-25,21687
21687,3,-25,22185
22185,3,-25,22183
22183,3,-25,22181
22181,3,-25,22180
22180,3,-25,22178
22178,3,-25,22176
22176,3,-25,22674
22674,3,-25,22673
22673,3,-25,22671
22671,3,-25,23170
23170,3,-25,23169
23169,3,-25,23668
23668,3,-25,23667
23667,3,-25,24167
24167,3,-25,24166
24166,3,-25,24666
24666,3,-25,24666
24666,3,-25,25166
25166,5,-25,25666
25666,5,-25,26167
26167,5,-25,26668
26668,5,-25,27170
27170,5,-25,27672
27672,5,-25,28174
28174,5,-25,28677
28677,5,-25,29180
29180,5,-25,29683
29683,5,-25,30187
30187,5,-25,30190
30190,5,-25,30694
30694,5,-25,31199
31199,5,-25,31203
31203,5,-25,31207
31207,5,-25,31712
31712,5,-25,31716
31716,5,-25,31721
31721,5,-25,31726
31726,5,-25,31730
31730,5,-25,31735
31735,5,-25,31239
31239,5,-25,31243
31243,5,-25,30747
30747,5,-25,30751
30751,5,-25,30255
30255,5,-25,29758
29758,5,-25,29761
29761,5,-25,29264
29264,5,-25,28767
28767,5,-25,28269
28269,5,-25,27771
27771,5,-25,27272
27272,5,-25,26774
26774,5,-25,26274
26274,5,-25,25775
25775,5,-25,25275
25275,5,-25,24775
24775,3,-25,23774
23774,3,-25,22773
22773,3,-25,22271
22271,3,-25,21268
21268,3,-25,20765
20765,3,-25,19761
19761,3,-25,19257
19257,3,-25,18253
18253,3,-25,17748
17748,3,-25,17242
17242,3,-25,16236
16236,3,-25,15730
15730,3,-25,15724
15724,3,-25,15217
15217,3,-25,14710
14710,3,-25,14703
14703,3,-25,14696
14696,3,-25,14189
14189,3,-25,14182
14182,3,-25,14674
14674,3,-25,14667
14667,3,-25,14661
14661,3,-25,15154
15154,3,-25,15647
15647,3,-25,16141
16141,3,-25,16636
16636,3,-25,17130
17130,3,-25,17625
17625,3,-25,18121
18121,3,-25,18616
18616,3,-25,19613
19613,3,-25,20109
20109,3,-25,20606
20606,3,-25,21604
21604,3,-25,22102
22102,3,-25,23101
23101,3,-25,23600
23600,3,-25,24600
24600,3,-25,25100
25100,5,-25,26101
26101,5,-25,27102
27102,5,-25,28105
28105,5,-25,29108
29108,5,-25,30111
30111,5,-25,31116
31116,5,-25,32121
32121,5,-25,33127
33127,5,-25,34133
34133,5,-25,35140
35140,5,-25,35647
35647,5,-25,36655
36655,5,-25,37164
37164,5,-25,37673
37673,5,-25,38182
38182,5,-25,38691
38691,5,-25,39201
39201,5,-25,39211
39211,5,-25,39221
39221,5,-25,39231
39231,5,-25,39241
39241,5,-25,39250
39250,5,-25,38760
38760,5,-25,38269
38269,5,-25,37778
37778,5,-25,37286
37286,5,-25,36794
36794,5,-25,36302
36302,5,-25,35309
35309,5,-25,34815
34815,5,-25,33821
33821,5,-25,33327
33327,5,-25,32332
32332,5,-25,31836
31836,5,-25,30840
30840,5,-25,29844
29844,5,-25,29347
29347,5,-25,28349
28349,5,-25,27851
27851,5,-25,26852
26852,5,-25,25852
25852,5,-25,25353
25353,5,-25,24352
24352,3,-25,23351
23351,3,-25,22349
22349,3,-25,21346
21346,3,-25,19843
19843,3,-25,18838
18838,3,-25,17833
17833,3,-25,16828
16828,3,-25,15321
15321,3,-25,14314
14314,3,-25,13306
13306,3,-25,12297
12297,3,-25,11288
11288,3,-25,10278
10278,3,-25,9267
9267,3,-25,8756
8756,3,-25,7744
7744,3,-25,7232
7232,3,-25,6720
6720,3,-25,6707
6707,3,-25,6194
6194,3,-25,6181
6181,3,-25,6169
6169,3,-25,6656
6656,3,-25,7144
7144,3,-25,7132
7132,3,-25,8120
8120,3,-25,8609
8609,3,-25,9099
9099,3,-25,10088
10088,3,-25,10579
10579,3,-25,11570
11570,3,-25,12061
12061,3,-25,13053
13053,3,-25,14045
14045,3,-25,14539
14539,3,-25,15532
15532,3,-25,16026
16026,3,-25,17021
17021,3,-25,17516
17516,3,-25,18011
18011,3,-25,18507
18507,3,-25,19503
19503,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,29008
29008,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,37054
37054,5,-25,38063
38063,5,-25,39073
39073,5,-25,40084
40084,5,-25,41595
41595,5,-25,42607
42607,5,-25,43620
43620,5,-25,44633
44633,5,-25,45147
45147,5,-25,46162
46162,5,-25,46677
46677,5,-25,47192
47192,5,-25,47707
47707,5,-25,47723
47723,5,-25,47738
47738,5,-25,47254
47254,5,-25,47269
47269,5,-25,46784
46784,5,-25,46298
46298,5,-25,45312
45312,5,-25,44825
44825,5,-25,43838
43838,5,-25,43350
43350,5,-25,42362
42362,5,-25,41374
41374,5,-25,40884
40884,5,-25,40395
40395,5,-25,39404
39404,5,-25,38914
38914,5,-25,38423
38423,5,-25,37932
37932,5,-25,37940
37940,5,-25,37449
37449,5,-25,37457
37457,5,99975,36965
25343,5,-25,24721
24721,5,-25,24721
24721,5,-25,24721
24721,4,0,24721
24721,3,-25,24220
24220,1,-225,23719
23719,6,-100,24219
24219,2,-100,23718
23718,2,-100,23217
23217,1,-225,22715
22715,2,-100,22213
